Price,Close,High,Low,Open,Volume
Ticker,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS
Date,,,,,
2017-11-17,335.5027160644531,359.2585607517207,298.8953337419465,301.81613504887105,168836552
2017-11-20,345.9688720703125,349.4251412457772,334.9185027381657,335.6000348319952,14650240
2017-11-21,375.1282043457031,407.8411821680359,343.19412463338114,346.9911600699187,43078194
2017-11-22,384.7668762207031,397.22894901078104,376.6859753622012,377.756941706331,15227642
2017-11-23,364.9540710449219,381.6513099111502,361.30306999347596,379.704109350379,12300150
2017-11-24,360.9136657714844,372.88893832913834,356.435098167705,366.12240393421814,9463228
2017-11-27,370.3089294433594,374.3493652849336,361.2057594816914,361.2057594816914,3832223
2017-11-28,372.1100769042969,376.1991806707627,368.11830940623395,372.88894532307353,2409447
2017-11-29,367.8262023925781,374.5440686145101,366.1710996155205,372.3047699698911,1657909
2017-11-30,361.69256591796875,369.77343774011325,361.0110337205663,369.77343774011325,2536960
2017-12-01,362.9095764160156,369.5300477495646,358.2849741679242,363.8345087504053,1904781
2017-12-04,353.22222900390625,365.0028003122041,352.44336053390623,364.1752339928743,1323453
2017-12-05,352.7840881347656,356.2403574471339,347.7213544964416,351.4697217371311,1806017
2017-12-06,358.6257019042969,361.8872690832026,349.0844004598572,351.37236726965233,3331373
2017-12-07,378.04901123046875,379.6067777625638,360.2808045040894,360.2808045040894,3350792
2017-12-08,379.02264404296875,385.35104698037003,375.4203401980663,379.7041762440754,2494845
2017-12-11,370.74700927734375,381.89474540661547,369.0432086286208,376.78334346044664,1029719
2017-12-12,373.6678161621094,376.7833492812466,367.09601355836674,370.84438098584957,2564559
2017-12-13,370.74700927734375,378.973944294519,368.50774030950663,376.24787514133243,747787
2017-12-14,374.15460205078125,375.8097345280321,367.0473313913681,372.74289937258465,1261422
2017-12-15,372.64996337890625,381.78546282260396,371.3797997417922,379.0985529754839,1698848
2017-12-18,368.7906188964844,374.5063853479208,363.70990447581966,371.28210530775414,1399027
2017-12-19,366.299072265625,372.21029160524245,363.7098742885778,369.3279583104967,1641589
2017-12-20,366.5433349609375,369.03485097044387,362.9770789109011,368.7905864489695,2251770
2017-12-21,367.4226989746094,373.0407832391597,366.396799861975,370.54929692707736,1448962
2017-12-22,365.95709228515625,371.67288802208293,365.61514581078796,367.6181029497149,775946
