Price,Close,High,Low,Open,Volume
Ticker,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS,TMPV.NS
Date,,,,,
2011-07-13,191.9055938720703,192.41945085450246,188.10676556915655,188.65731752433652,7318116
2011-07-14,196.0164337158203,198.47559140923698,190.00619870702994,190.8595514607415,11520113
2011-07-15,189.5841064453125,194.8969814317229,188.89591643609862,194.80520861227498,8878692
2011-07-18,186.23489379882812,192.04327147189798,185.72103674827312,189.94197808555066,8426639
2011-07-19,184.2036895751953,187.61088947004907,183.08980285421015,187.39559000715673,15781460
2011-07-20,181.3768310546875,186.394012541956,180.487584014925,185.336282211863,9583774
2011-07-21,182.902587890625,184.39088830939687,180.2348610710843,182.13502238598755,6784341
2011-07-22,186.6373748779297,188.14441322375873,183.53907819556744,184.77466081544512,10848728
2011-07-25,188.40652465820312,189.436176976494,184.79340862832413,186.0851332660858,6866089
2011-07-26,182.1630859375,189.66077199632795,180.77774374548855,188.68729063481635,9788931
2011-07-27,179.28945922851562,183.06171818276985,177.52970305371963,182.5281757015206,8775628
2011-07-28,177.97900390625,180.84329207717295,176.9961534156499,178.20364348564908,8238114
2011-07-29,177.49221801757812,178.95245442936877,175.97583976573043,177.6419921473267,6880178
2011-08-01,180.00083923339844,181.0211223933335,177.96962748208955,178.78398020911285,5798914
2011-08-02,179.0460968017578,180.26294149491633,177.84796124733526,178.79336463211982,8020515
2011-08-03,173.75746154785156,176.91191477125872,172.47507710790453,176.91191477125872,9026071
2011-08-04,171.09909057617188,173.84168268299038,170.4251429784688,172.7371650724547,18964954
2011-08-05,166.54055786132812,166.9898658855103,162.8712859895095,164.55614777200375,12329189
2011-08-08,154.95237731933594,163.24570826663773,154.21290439054107,163.06785596141455,15712513
2011-08-09,148.6527862548828,153.69804532544114,146.7807033869064,148.45622484395625,25192785
2011-08-10,158.0413055419922,159.0148015022044,152.76203702194172,154.35330989505258,15591080
2011-08-11,158.93991088867188,161.55146706522132,152.9492474432817,155.195744430795,19839717
2011-08-12,149.7666778564453,159.30494479723646,148.47493904549978,159.30494479723646,26623265
2011-08-16,150.05685424804688,153.49213163107024,148.83999531313128,152.03189513474692,11608592
2011-08-17,145.80723571777344,149.79476494984107,144.54357497152392,149.57947994716992,12842158
2011-08-18,140.79005432128906,147.38913947183914,140.0131343002176,147.27681246816087,12730058
2011-08-19,133.35789489746094,138.49675850689002,131.4483644712578,138.0193867273876,28247800
2011-08-22,137.97256469726562,138.92732255179746,131.04585326854243,133.93821940943837,22426448
2011-08-23,136.21279907226562,139.82591424192194,133.85396108978702,137.5981268240425,18259149
2011-08-24,131.18626403808594,137.93512346835914,130.1191791367663,136.10048753592037,18160077
2011-08-25,133.7135772705078,135.12701225895316,132.01934640870684,133.11450950265464,17495480
2011-08-26,130.7650604248047,137.10205955241224,129.84773515755478,133.87271197775837,15389329
2011-08-29,136.78378295898438,137.86023681208135,132.9179354155041,133.29234912577704,17960125
2011-08-30,138.96478271484375,140.10674753268486,136.07240186694528,139.56385048566443,16232188
2011-09-02,141.2955322265625,142.8961597019772,138.90861564968029,141.90395458267628,19816233
2011-09-05,141.00534057617188,142.09114903995416,138.7775673643008,140.03185911706538,10451048
2011-09-06,143.3641357421875,144.82435763930033,140.0692638617797,140.0692638617797,19074648
2011-09-07,143.98193359375,146.14418118496707,141.1831712190027,144.38442539905725,14902265
2011-09-08,148.0162811279297,148.45623456150147,143.9632267226211,144.9273535770156,13366123
2011-09-09,143.19569396972656,148.156719579204,142.37197215198265,148.156719579204,10160626
2011-09-12,136.98971557617188,139.6574421766259,134.32200341178034,136.61530185991518,11310876
2011-09-13,130.6714324951172,138.72138462688892,128.752547885285,137.87895381889206,16215981
2011-09-14,133.38595581054688,134.46240968993018,131.0458556281349,131.98188992667465,11644242
2011-09-15,141.52952575683594,142.6527669100732,132.4967226359069,133.85397236273528,13412005
2011-09-16,151.4983673095703,153.0428383735138,142.65277080593972,144.0100350058977,33598796
2011-09-19,151.3579559326172,154.16608764896043,147.70739336300838,149.76668321816433,16555452
2011-09-20,155.57012939453125,156.1317643645033,151.12393796228247,151.12393796228247,14652145
2011-09-21,154.30650329589844,156.22538813947543,153.04284249391148,154.44690844766774,11410808
2011-09-22,144.7588653564453,151.21756003734595,143.7760293008685,150.42193084949804,11588731
2011-09-23,137.45774841308594,142.09116198888097,136.66211917521477,140.87430283607273,21565164
2011-09-26,137.36415100097656,139.00222570453772,133.1519671552849,138.06619126596834,9238603
2011-09-27,145.7884979248047,146.95855512654686,140.9678784220155,141.6699185174853,11703282
2011-09-28,146.0693359375,149.4858903344569,143.40162348889834,146.86497960537346,13007360
2011-09-29,150.609130859375,152.43441217268264,141.52952600763794,143.68241932455368,20271766
2011-09-30,146.0693359375,152.48122925575,145.32050842520871,150.04751096867537,12077181
2011-10-03,143.77601623535156,147.332975271092,142.6059589823105,144.1504299367849,7956053
2011-10-04,137.31732177734375,142.83996716703027,135.49204055163327,142.46555346658954,17778524
2011-10-05,137.97256469726562,142.13794612289146,137.27052454993904,138.72139212261413,8976242
2011-10-07,148.97105407714844,150.09429521482215,143.26120165245345,143.26120165245345,15888950
2011-10-10,159.82911682128906,161.4203893213041,148.73702546500763,148.8306288805344,20441091
2011-10-11,165.4453887939453,166.5686443774558,160.39076032224182,161.6544210491833,23070737
2011-10-12,169.1895751953125,177.84796559637385,159.73555555234526,164.74338291253363,27429984
2011-10-13,164.6029510498047,174.29097772171124,163.57329893830737,171.67005294847908,18865685
2011-10-14,168.5343475341797,169.6575887930134,162.63727318104716,162.8712962127014,15041251
2011-10-17,176.06948852539062,178.9712240894511,171.29566969176145,171.29566969176145,24399749
2011-10-18,169.6575927734375,172.84013862026146,166.42825964246165,172.41892313831647,15186937
2011-10-19,174.99301147460938,176.20987049226864,172.13809244326222,172.13809244326222,12285365
2011-10-20,171.38925170898438,172.6997141646879,169.18955666852452,170.7808294141511,13764843
2011-10-21,166.75582885742188,173.7293411229284,165.81978025743322,172.98049935572539,12452690
2011-10-24,174.2441864013672,175.4610454355189,170.96803745746365,170.96803745746365,13060616
2011-10-25,179.53282165527344,181.0304909655718,172.98052383624153,175.97586245683826,16613851
2011-10-28,193.57347106933594,194.69671233804632,184.63427045886243,185.1022876541584,18062425
2011-10-31,185.7574920654297,192.35659156485477,185.10226806136976,192.35659156485477,13437473
2011-11-01,181.07728576660156,189.50165185677386,179.53281480045345,182.62175673274967,20701234
2011-11-02,179.81362915039062,184.30662257541456,176.06946315084986,178.12875300699105,23264805
2011-11-03,176.63108825683594,179.9540389148943,173.5421461752517,178.78398159646085,22020039
2011-11-04,176.06948852539062,181.31132456739587,173.8697932099587,181.12411768404544,18172797
2011-11-08,177.56715393066406,178.50318832581598,173.40175756404577,177.37994705163368,12369112
2011-11-09,172.93373107910156,179.6732361065081,172.04449845146328,179.15841721682278,14049057
2011-11-11,169.84478759765625,176.1162754056825,168.95555497667345,172.2785057482619,18714170
2011-11-14,166.42825317382812,173.63577555122836,164.88378203066182,172.27851128165028,15936797
2011-11-15,169.6575927734375,172.69973345961313,160.9055989127037,162.63727699676403,22496796
2011-11-16,170.6404266357422,172.04449254089258,166.38144164071764,170.3596163419247,16710245
2011-11-17,163.94773864746094,171.29566642300583,162.68407777289497,170.3596320241156,12718626
2011-11-18,159.40792846679688,160.99920123649005,156.27218464310553,160.99920123649005,13024356
2011-11-21,151.2175750732422,158.42509794171838,149.90711243277434,158.42509794171838,13593370
2011-11-22,161.42041015625,163.99451885154264,152.57481406694706,152.57481406694706,23977749
2011-11-23,157.5826416015625,160.2035520247862,154.96171674227648,159.12709816542545,14250198
2011-11-24,161.9820556640625,163.7605354985361,153.65127714382385,156.22540067154492,19639212
2011-11-25,160.85877990722656,168.30032480226967,158.70588657256283,158.70588657256283,20140276
2011-11-28,170.21920776367188,171.24884548691358,162.73086123251045,163.33929795957943,15485331
2011-11-29,166.10061645507812,170.172409012448,164.46254197624117,169.28316198173638,13421718
2011-11-30,161.74801635742188,165.11776850270923,158.70587619702547,163.339289005811,15219712
2011-12-01,171.295654296875,173.58896728393924,169.32996776229362,169.42357119555638,16657469
2011-12-02,179.62643432617188,180.42206351904247,170.125613548636,170.35962213477444,15915130
2011-12-05,179.34561157226562,182.15372884704456,177.09910042916772,178.64357142652415,11551076
2011-12-07,179.1584014892578,183.23017940417856,177.84793908539913,178.783973348111,12558395
2011-12-08,176.49069213867188,179.2520223544378,173.96338494741337,178.08196497615444,12275776
2011-12-09,171.295654296875,173.82297586709618,168.5811402961914,171.95089276577755,15030855
2011-12-12,166.00701904296875,175.78866455513523,164.93057954726018,175.08662436100113,14557815
2011-12-13,167.45791625976562,170.68726418882557,163.1053269196002,163.33933554691384,14435173
2011-12-14,165.7730255126953,170.0788271947788,164.93059452649953,165.53901690541872,14651520
2011-12-15,161.60760498046875,164.74334844403114,156.78698550932512,163.80729980156997,18271794
2011-12-16,161.37362670898438,168.25353716121427,159.40794007064213,164.18174429116024,16090287
2011-12-19,168.30032348632812,168.76834063453848,158.42507504271404,160.99919822999618,20733578
2011-12-20,163.7137451171875,169.1895901629259,162.73089447181962,168.48756429913848,14724475
2011-12-21,165.67941284179688,170.26602459714783,163.526519338699,168.25353625059566,21303228
2011-12-22,171.85728454589844,172.65291370647196,162.40325143329576,163.8073173291941,12456091
2011-12-23,173.12095642089844,175.36746796045617,171.0148644841198,173.07415469866035,10706784
2011-12-26,174.80584716796875,176.58432719467558,173.26137577160938,174.1038212769263,7173974
2011-12-27,170.45323181152344,174.4782085126323,169.28317440191856,174.10379476109918,6266197
2011-12-28,168.67474365234375,171.76368582072945,167.41108286781088,169.42357111810364,8871334
2011-12-29,167.69187927246094,170.82762289762778,166.70904330508924,166.98985358148116,10089218
2011-12-30,167.2706756591797,172.0444940028311,165.49219601382677,168.95555187246472,9387655
2012-01-02,172.1848907470703,173.21452844956343,167.36427092266592,169.37675904996468,10175802
2012-01-03,181.54530334472656,182.34093246824855,174.29098006248373,174.33778177563207,15868503
2012-01-04,188.33163452148438,189.54847922503905,180.65608036489667,181.4517240302079,22752471
2012-01-05,189.17408752441406,192.59064230867773,187.39560754504663,188.09764785346826,21640778
2012-01-06,190.57809448242188,191.88855680632153,185.80427672568393,187.20834247014346,13553191
2012-01-09,187.7699737548828,189.73566013535816,185.52347709663417,188.94003101500036,11603434
2012-01-10,191.982177734375,193.24582402716965,188.14440826931818,188.14440826931818,11914873
2012-01-11,191.79498291015625,194.0414797854744,188.84644583650763,193.01182756475256,15624783
2012-01-12,193.01182556152344,196.10076775556598,189.59527134848977,190.01650123754155,12188062
2012-01-13,195.44552612304688,199.56410572029574,193.29261846278948,196.70917236825568,19211059
2012-01-16,200.0789337158203,200.8745773056417,190.90572540981776,192.82461015788684,21707417
2012-01-17,203.4954833984375,207.23964938414807,202.32542611437958,204.0571039654754,24063235
2012-01-18,200.17254638671875,205.88239917959663,199.04930517661617,203.4486954549778,24532641
2012-01-19,204.4783477783203,206.16322403045496,202.5594629406202,203.1210835459773,14566560
2012-01-20,205.08677673339844,207.1460667890363,201.81062755740302,205.8356042314254,10653576
2012-01-23,205.08677673339844,208.97134825154075,203.68271073853415,206.7716530400228,9225387
2012-01-24,207.75450134277344,210.14140340324101,202.65307075889575,206.86525426232404,13943106
2012-01-25,216.17886352539062,219.36140915903488,208.456522462749,208.73733276523586,22641750
2012-01-27,224.5095977783203,225.9604651623469,217.72329237423676,219.59537513025356,26387260
2012-01-30,218.940185546875,223.43317909136758,216.6000709078917,222.96516193799602,17473960
2012-01-31,228.16021728515625,229.84509363313433,220.06344758369366,220.06344758369366,13113944
2012-02-01,232.51278686523438,235.69533241886023,227.83258640266735,228.25380184580706,20475253
2012-02-02,230.68748474121094,236.53775644684214,229.28343339047856,236.35053516401624,17569303
2012-02-03,231.81076049804688,234.01045557565206,225.258462544946,231.43634677182692,14121308
2012-02-06,235.64852905273438,236.8185863782138,229.93867644419288,234.47847172725497,11866463
2012-02-07,234.33807373046875,238.45666813506705,232.23198202919656,238.45666813506705,12778968
2012-02-08,234.5720672607422,237.19299211691867,229.84506527452405,235.7889262608286,10246037
2012-02-09,240.84356689453125,242.29442010213415,232.69999606509,233.26163109764448,16813705
2012-02-10,240.89036560058594,245.14935060954917,239.1586876803144,240.28194329532343,15829072
2012-02-13,241.7795867919922,244.11970134316863,237.52060198399306,240.84355252037136,10942166
2012-02-14,250.8124237060547,255.2586157154146,242.3880279875486,242.85607403201558,21793874
2012-02-15,269.4396057128906,273.97940038481516,260.21958236909086,260.87483517108103,37216737
2012-02-16,258.2539367675781,266.11668246756017,256.7562530467425,264.8998379029825,22926916
2012-02-17,256.4286193847656,265.3678326241731,253.8077236209421,263.40213192918327,17046866
2012-02-21,253.94818115234375,258.3475716786807,252.3100920898187,257.5987441630707,18509808
2012-02-22,251.28042602539062,258.3475426542509,248.89350971541714,254.60337662471647,19514897
2012-02-23,251.28042602539062,256.24143663108316,248.70630285754666,250.85921059518205,17424076
2012-02-24,248.47232055664062,254.36939494731888,246.3662143107904,252.73130589562916,9397628
2012-02-27,243.32408142089844,250.7656119061577,239.0182803003029,250.7656119061577,13464090
2012-02-28,255.86700439453125,257.83270513200983,245.2429293630256,245.66414476274468,14977178
2012-02-29,253.62054443359375,260.9684714597217,250.2039903539713,258.34754653800957,13142282
2012-03-01,250.11038208007812,256.3818406636924,248.42549149441885,252.63767465037986,10340977
2012-03-02,250.53160095214844,254.60337902128364,247.72346918553362,252.2632644037504,11080128
2012-03-05,256.6158447265625,257.97312328852195,249.2211162583842,249.92314196002312,13871949
2012-03-06,249.92315673828125,261.15568411719363,247.11505376567914,256.5690581843582,11683494
2012-03-07,250.8124237060547,252.544087243714,245.61737534882363,248.05109351712002,8605146
2012-03-09,262.7001037597656,263.91694820987544,254.83735879942745,254.83735879942745,12104133
2012-03-12,266.0230407714844,268.55036183724786,259.3303388848185,264.8997997965319,12373643
2012-03-13,264.8998718261719,269.20565893974157,264.2914205938399,267.8483801871589,9553515
2012-03-14,271.4521179199219,273.324215430051,267.5675466239391,268.175997803416,10136227
2012-03-15,271.8733825683594,275.3367386798075,266.49112708732207,271.40533650172864,9871044
2012-03-16,268.3631896972656,278.80005838831784,264.5722220446524,270.048051377483,16463280
2012-03-19,265.3210754394531,273.7922441276606,263.3553744145855,269.1588451812165,9453260
2012-03-20,254.04176330566406,267.6611492210388,252.4036743803943,265.5550720098536,18382920
2012-03-21,258.4411315917969,259.70477781156706,247.20863413302556,254.46295721298972,23277086
2012-03-22,252.82489013671875,264.33822772733714,250.85921807050394,256.8030648571364,14674460
2012-03-23,255.25865173339844,257.9731805881296,250.5316487536359,254.60342759966727,12244453
2012-03-26,251.233642578125,255.25861918712127,249.26794155543396,255.25861918712127,10809962
2012-03-27,255.35220336914062,257.8795248157169,248.79990561705395,255.44580679782402,11072644
2012-03-28,253.8077392578125,255.21179064636317,251.327219599249,254.50976495208783,7597363
2012-03-29,254.55661010742188,256.4754806659137,250.1104177461046,251.65487453708582,9912451
2012-03-30,257.6455383300781,258.90918472562703,255.4458286953287,257.4115297383098,6411121
2012-04-02,259.09637451171875,262.0917131609388,258.06673677584246,261.9981097304046,8010959
2012-04-03,263.26177978515625,263.96380557747574,257.6923462939602,260.68765634119006,8305886
2012-04-04,260.7344665527344,263.77660729066196,259.5644235274272,262.09174533421964,4834356
2012-04-09,257.97314453125,261.01528502764705,256.1946504018576,259.28359261555113,3980653
2012-04-10,265.6018981933594,266.4911308755552,257.87955663003356,258.44117727142043,8246056
2012-04-11,264.9466857910156,268.1292317712945,262.7469759764887,263.1681914760967,9951166
2012-04-12,267.89520263671875,269.2992832179639,265.8359267966841,267.0059698876129,5723171
2012-04-13,270.79693603515625,275.75797644210104,268.64405676644424,269.5800912311016,7798081
2012-04-16,281.4677734375,282.59104349916373,268.50361142520694,271.2181109665899,12367613
2012-04-17,282.0762023925781,285.4459549126892,277.6768120911384,284.55672228336,14091462
2012-04-18,289.93896484375,291.34301630235336,283.62067553578413,284.0886926886519,17069529
2012-04-19,298.8313903808594,299.8142265396497,289.7986003200986,291.43666058474923,15746331
2012-04-20,296.3976135253906,300.23538283220915,292.5130425059539,297.3804783624972,9064027
2012-04-23,289.93896484375,299.43977079121686,288.9092982353155,296.2572252795905,7917321
2012-04-24,291.9046936035156,294.1512052459085,289.2837681660791,289.7050125576342,6222982
2012-04-25,293.8703308105469,295.27438223575626,289.4709119339748,292.840664226602,8708476
