Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2011-07-13,26.12151336669922,26.322674395050182,25.97699190578651,26.164479834658344,7410312
2011-07-14,26.049253463745117,26.32267432783705,25.81879727946815,25.81879727946815,3460140
2011-07-15,26.250410079956055,26.439852311069963,26.09221553577888,26.324624230447927,5282136
2011-07-18,26.27971649169922,26.36174259906526,26.01996685370091,26.01996685370091,3815004
2011-07-19,26.250410079956055,26.432040389335782,26.11370055559072,26.3461074622255,3886116
2011-07-20,26.072696685791016,26.24846767468399,25.920361471143448,26.172300961377687,2998272
2011-07-21,25.807086944580078,26.03949393437345,25.705530137662933,25.779744314709713,2296992
2011-07-22,26.129329681396484,26.223072761157894,25.557097805521703,25.818799918574257,4663788
2011-07-25,26.221120834350586,26.404703718518526,26.01410217969976,26.01410217969976,2466732
2011-07-26,25.871530532836914,26.357831246340655,25.701618967795568,26.131281896940656,4688808
2011-07-27,25.728965759277344,26.014105473003582,25.596161255027024,26.014105473003582,1589856
2011-07-28,25.560998916625977,25.93207147469854,25.46725406334051,25.754346223749337,3122052
2011-07-29,25.695762634277344,25.834426522936276,25.428201103169783,25.775836197813764,2414688
2011-08-01,25.596158981323242,25.98676053489385,25.467259556747223,25.82270834728323,1885260
2011-08-02,25.69967269897461,25.85786552373488,25.445780662400345,25.445780662400345,4067244
2011-08-03,26.004331588745117,26.170338064318372,25.66255596990552,25.693803658660926,4402320
2011-08-04,26.896862030029297,27.127318243019737,26.1918256540142,26.228932737592118,9832236
2011-08-05,27.43199348449707,27.69369564978315,26.79530998514909,26.873431021910527,17918388
2011-08-08,27.457378387451172,27.906570270031967,27.26402924775794,27.537451948489522,8454816
2011-08-09,27.0335693359375,27.844069240056246,26.818738790041017,27.494479905051403,11940060
2011-08-10,27.0960750579834,27.303093746923278,26.558995841610734,27.10779205114822,6560628
2011-08-11,26.94763946533203,27.201531439729365,26.818741838356928,26.951546320954115,5418456
2011-08-12,26.984750747680664,27.1429453463574,26.64297503098804,26.947643659650982,11588160
