Price,Close,High,Low,Open,Volume
Ticker,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS,TECHM.NS
Date,,,,,
2011-07-13,125.65756225585938,126.66736281656422,125.02112810820738,126.0988191214466,915252
2011-07-14,127.49896240234375,128.64454376169925,124.98717127133428,125.73391438670048,768700
2011-07-15,126.46369171142578,128.64453489435016,125.28416521026008,127.1170931871613,591248
2011-07-18,125.81875610351562,128.09295109785896,125.16535466667239,128.09295109785896,438880
2011-07-19,127.30375671386719,127.96565216160151,124.79196614369347,127.08312835083089,1017736
2011-07-20,127.43109893798828,128.6445710005084,126.09883410735848,126.09883410735848,759628
2011-07-21,127.14252471923828,128.98393597757354,125.79328279090585,127.06615058015822,655956
2011-07-22,127.60077667236328,128.44087166826006,126.55703107265975,127.66866711271676,562420
2011-07-25,131.03749084472656,132.36128162211673,126.61639882962075,127.62620933960449,1319676
2011-07-26,131.7758026123047,133.0571545158272,130.08712874538463,132.0303762497712,1526724
2011-07-27,133.9651336669922,135.43317916353186,131.61457448786837,132.09826027000116,1202060
2011-07-28,133.1165313720703,133.74448165748515,131.26663609286325,133.2353344571963,578136
2011-07-29,131.69093322753906,133.5662901213034,131.25816015338222,133.22685863433693,600936
2011-08-01,132.52252197265625,133.226846386814,131.05448714165865,131.70788855055125,323972
2011-08-02,132.9977264404297,133.43898316340224,131.70788076955736,133.22683851608363,518932
2011-08-03,131.2072296142578,133.2353347042273,130.3756287340866,132.3782723205439,571076
2011-08-04,131.9408416748047,132.72559035767674,130.01307091415754,131.95789735432257,700236
2011-08-05,124.8865737915039,131.71903856748852,122.83939271030992,128.80180969178767,591924
2011-08-08,121.68787384033203,123.68387781305718,116.91111717996569,119.41891650915866,1011696
2011-08-09,124.23828887939453,125.3898281172056,116.72343119514234,117.69584418957176,1557736
2011-08-10,125.3045425415039,128.1194165400537,123.68385751203586,125.38984175358118,1097468
2011-08-11,124.1103286743164,125.51776539124164,122.8478964238322,123.68383269949058,369608
2011-08-12,125.9101791381836,127.08731256329266,124.70746219405201,125.38985596802767,911216
2011-08-16,124.25535583496094,127.91469404981402,122.66026476278202,127.91469404981402,1073208
2011-08-17,122.1484603881836,126.01251850261447,120.9542715296399,124.24681872855312,988012
2011-08-18,112.7143783569336,122.31906733580855,111.895508022123,122.31906733580855,1456532
2011-08-19,108.841796875,113.79767911729395,106.10369419285497,109.20858765956378,1544208
2011-08-22,108.6456069946289,110.71838210347751,106.46194915274637,108.04851248405545,616312
2011-08-23,112.74849700927734,114.20711137982387,106.62400972563641,108.67119071236863,1124144
2011-08-24,111.3922348022461,114.13033722262048,110.5477705833454,112.59495152007402,626024
2011-08-25,105.5236587524414,113.86592629926851,103.89444579820477,113.86592629926851,925320
2011-08-26,104.50004577636719,106.84577373010065,102.70023477436622,104.91801393062329,693596
2011-08-29,108.44941711425781,109.28534312042332,105.08862617518116,105.08862617518116,447732
2011-08-30,110.68424987792969,112.4243557982788,108.17645108794133,111.54576979358019,575272
2011-09-02,108.38969421386719,113.71236661889921,107.16992184578723,113.71236661889921,417008
2011-09-05,115.71688842773438,118.05408850520733,106.09514526527217,106.09514526527217,1626736
2011-09-06,112.82527160644531,116.16900720318735,111.08517588735242,115.16247226469054,1842324
2011-09-07,117.75556945800781,118.36119181821066,113.14941172477172,114.07917527564759,1800120
2011-09-08,116.97933197021484,119.35064362476965,116.10074599258265,117.584954243995,870140
2011-09-09,113.3541259765625,118.3867795319464,111.9296228752495,117.8835120939077,544312
2011-09-12,107.587890625,111.74195771236003,106.7263603309577,111.08515800378377,794628
2011-09-13,107.60494995117188,110.71837101595014,107.25522528392983,108.83326061813251,624360
2011-09-14,107.18696594238281,109.49004419852783,105.4298046146387,108.6882296861108,981004
2011-09-15,108.53469848632812,109.18297028992467,106.80312065188657,108.15085210640261,587452
2011-09-16,110.96575164794922,112.08316928972232,107.68173184760347,109.49859889224166,1122624
2011-09-19,108.37262725830078,110.8804256740506,107.47698571071152,110.8804256740506,359868
2011-09-20,110.56484985351562,111.21313228515406,108.14236022477249,108.15088806466184,513200
2011-09-21,110.91456604003906,112.40730220308849,110.01038609127679,112.40730220308849,442736
2011-09-22,107.033447265625,110.54777036851263,106.62400691407468,109.36210932912799,412420
2011-09-23,106.80315399169922,108.4920827555895,105.7710354859897,105.95016177003801,747072
2011-09-26,103.03292846679688,108.55178375792971,102.35906255580403,108.49207846977308,935860
2011-09-27,104.14180755615234,105.2336311964907,103.03291782631577,103.03291782631577,805752
2011-09-28,99.22003936767578,110.6416059524331,98.28174803440598,105.60042459891106,1999128
2011-09-29,97.52259826660156,98.94709101535634,94.88685039757142,98.94709101535634,1527560
2011-09-30,97.94908905029297,98.86178645132273,94.77595212463058,97.41169985108762,935264
2011-10-03,94.47740936279297,97.0193301593121,94.05091328367915,94.8953776028249,460588
2011-10-04,93.31733703613281,95.48393908272611,91.88430612322821,94.34092757034999,557076
2011-10-05,90.74982452392578,95.19391093583145,90.36597810886195,93.905895047784,526764
2011-10-07,96.05543518066406,96.45634770215169,91.28720741393435,91.45780582839694,1075156
2011-10-10,98.28173828125,98.69117862377317,94.02531634908416,94.02531634908416,604852
2011-10-11,98.04291534423828,100.48247069978021,96.89990383272523,98.28174688787446,922556
2011-10-12,99.74890899658203,101.4719490591033,98.6058973770124,98.6058973770124,924392
2011-10-13,103.28881072998047,104.37210648225079,98.13673659998852,98.13673659998852,937976
2011-10-14,101.489013671875,104.91803806812504,100.65307717104679,104.31241570324036,1234680
2011-10-17,99.68920135498047,102.34201561607863,98.77650380092312,102.1884728441329,570076
2011-10-18,97.08757019042969,100.3118849428805,96.39664857561958,99.45036488428997,389948
2011-10-19,98.63147735595703,99.03237946441297,97.24109611492746,97.59082078161255,413492
2011-10-20,97.18991088867188,97.872304490962,95.87630112176336,97.66758432777496,366812
2011-10-21,97.51405334472656,100.45687610897218,97.01932417099184,97.43729238522553,527632
2011-10-24,96.03838348388672,100.4568763540623,95.70571447939925,100.4568763540623,503832
2011-10-25,95.67159271240234,97.24110027299302,93.99973026389326,97.24110027299302,766408
2011-10-28,100.22659301757812,101.76197912337932,97.41171849027593,97.41171849027593,976560
2011-10-31,99.88536071777344,101.16484868597719,98.96412521566684,100.6530534986957,489576
