Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
Random Forest,26.288199350533215,17.77825197129659,1.8990693468762747,0.9899753218873898,49.036777583187394,0.48677248677248675,0.6548042704626335,0.5584218512898331
XGBoost,27.266551858651603,18.399535065280176,1.9796779375682771,0.989215271952026,51.66374781085814,0.5070422535211268,0.6405693950177936,0.5660377358490567
