Symbol,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
LT,Random Forest,283.8633594482076,202.94593550753905,5.287828478811983,-0.1058474404893172,53.2399299474606,0.5393258426966292,0.3416370106761566,0.4183006535947712
LT,XGBoost,284.84944719034854,201.8211385226292,5.242607738805353,-0.1135437957957725,52.53940455341506,0.5290697674418605,0.3238434163701068,0.4017660044150111
M&M,Random Forest,1230.4045803230074,1159.7761180422046,37.34269601474854,-7.691436416146475,49.036777583187394,0.75,0.0102389078498293,0.0202020202020202
M&M,XGBoost,1214.1229641230082,1144.5833796619786,36.85980000303845,-7.46293540445372,49.21190893169877,0.7142857142857143,0.0170648464163822,0.0333333333333333
MARUTI,Random Forest,2728.5293982797803,2190.749391709306,15.533311115349909,-1.7951987520681874,51.66374781085814,0.5333333333333333,0.0288808664259927,0.0547945205479452
MARUTI,XGBoost,2998.16879186432,2468.824383816392,17.645611322661885,-2.3749518207791245,51.31348511383538,0.4545454545454545,0.0180505415162454,0.0347222222222222
NESTLEIND,Random Forest,60.28165305825116,36.70328953731296,2.8536490674914887,0.5954761214753267,55.34150612959719,0.5513698630136986,0.5649122807017544,0.5580589254766032
NESTLEIND,XGBoost,53.13015466744439,32.753043310689485,2.56246745906624,0.6857639430038314,53.94045534150613,0.5376712328767124,0.5508771929824562,0.5441941074523396
NTPC,Random Forest,38.01870451501429,28.14236456288126,7.560733708123971,-0.708638195705841,55.51663747810858,0.6388888888888888,0.2429577464788732,0.3520408163265306
NTPC,XGBoost,46.58451983208516,37.82613627728156,10.29244867533804,-1.5653033533663665,51.31348511383538,0.6666666666666666,0.0422535211267605,0.0794701986754966
ONGC,Random Forest,23.036867268046365,16.43651911105875,6.238440893961212,-0.0224960524583841,52.71453590192644,0.524390243902439,0.4574468085106383,0.4886363636363636
ONGC,XGBoost,38.67369216052287,34.48049693468947,13.49387056405636,-1.881682120039024,50.61295971978984,0.5,0.0106382978723404,0.0208333333333333
POWERGRID,Random Forest,32.51310081615713,27.297698833245025,9.074907794106604,-1.5050308165184183,50.61295971978984,0.5416666666666666,0.1354166666666666,0.2166666666666666
POWERGRID,XGBoost,40.642873931846346,36.25387303719017,12.177744142800076,-2.9143991794260726,51.48861646234676,0.7619047619047619,0.0555555555555555,0.1035598705501618
RELIANCE,Random Forest,59.83355277608359,47.8559593037673,3.395741056104414,0.6216524390552556,49.73730297723292,0.4931972789115646,0.5123674911660777,0.5025996533795494
RELIANCE,XGBoost,66.3978277679959,54.426918236175446,3.915794358662474,0.534082417851842,50.96322241681261,0.5047318611987381,0.5653710247349824,0.5333333333333333
SBIN,Random Forest,188.0633449964188,144.63858944012694,15.48147613310146,-1.3794147092443692,47.8108581436077,0.5,0.046979865771812,0.0858895705521472
SBIN,XGBoost,182.8165451146919,138.8833346856793,14.816250130702487,-1.2484996475213102,47.635726795096325,0.4857142857142857,0.0570469798657718,0.102102102102102
SBILIFE,Random Forest,184.88296291198407,143.6429969476494,7.551545610091726,0.1822828796661362,49.75728155339806,0.4814814814814814,0.2561576354679803,0.3344051446945337
SBILIFE,XGBoost,145.14805016155617,110.44844835071255,5.812034938026911,0.4959986289452672,47.57281553398058,0.419753086419753,0.167487684729064,0.2394366197183098
SHRIRAMFIN,Random Forest,298.4665408376847,239.3269276227801,30.259629476181463,-1.763912140976203,49.73730297723292,0.64,0.0544217687074829,0.1003134796238244
SHRIRAMFIN,XGBoost,300.47903188516045,242.2690920227105,30.73188003725,-1.8013106462852626,49.036777583187394,0.6363636363636364,0.0238095238095238,0.0459016393442622
SUNPHARMA,Random Forest,197.13657785982247,174.4328819689111,10.005981860433774,-2.179765674983657,48.16112084063048,0.5666666666666667,0.1118421052631579,0.1868131868131868
SUNPHARMA,XGBoost,250.48251644270897,227.68590543146595,13.102771703715366,-4.133523161381121,47.46059544658494,0.5909090909090909,0.0427631578947368,0.0797546012269938
TATACONSUM,Random Forest,85.05079254435732,64.42926681064247,6.315219159562674,-0.1303473112192799,55.51663747810858,0.5254237288135594,0.7890909090909091,0.6308139534883722
TATACONSUM,XGBoost,75.03344695520602,56.54732270354956,5.515934541687787,0.1202384614196875,54.290718038528894,0.519774011299435,0.6690909090909091,0.5850556438791733
TATASTEEL,Random Forest,29.36465598628332,22.2570525682119,12.614432943148488,-0.6297761166504692,50.61295971978984,0.5478260869565217,0.2150170648464164,0.3088235294117647
TATASTEEL,XGBoost,30.90071752205408,23.507675596330643,13.263570186868092,-0.8047424864801807,51.31348511383538,0.5773195876288659,0.1911262798634812,0.2871794871794872
TCS,Random Forest,160.38817867029178,119.42296372609036,3.6091705861306336,0.9199323031418982,50.61295971978984,0.457680250783699,0.5725490196078431,0.5087108013937282
TCS,XGBoost,170.00857671374092,127.7752548421305,3.889480075800253,0.9100389971889248,51.83887915936952,0.4632352941176471,0.4941176470588235,0.4781783681214421
TECHM,Random Forest,92.67263842133502,67.08492547297432,4.365971686838458,0.5421655621119239,51.48861646234676,0.5098039215686274,0.3701067615658363,0.4288659793814433
TECHM,XGBoost,97.62619809819988,72.16006508231807,4.704644749002906,0.4919129161315858,50.96322241681261,0.5047619047619047,0.1886120996441281,0.2746113989637306
TITAN,Random Forest,299.25834181095945,228.8419599019327,6.122011080914276,0.3589718451019562,51.66374781085814,0.5108359133126935,0.5830388692579506,0.5445544554455446
TITAN,XGBoost,300.1040141867676,229.8317878254518,6.1383218583208565,0.3553437707248924,52.53940455341506,0.5177514792899408,0.6183745583038869,0.5636070853462157
ULTRACEMCO,Random Forest,1902.1364663593004,1728.589918676803,14.693503884604135,-4.489563590895827,51.138353765324,0.6129032258064516,0.0664335664335664,0.1198738170347003
ULTRACEMCO,XGBoost,1813.730530551598,1647.8567544362409,13.996415035744072,-3.9911428992694873,50.26269702276708,0.5454545454545454,0.0419580419580419,0.0779220779220779
WIPRO,Random Forest,4.778655533329754,3.5516897970490184,1.481710176641121,0.9704798137869182,52.1891418563923,0.5107142857142857,0.5125448028673835,0.5116279069767442
WIPRO,XGBoost,5.0174991706514565,3.7852650212179695,1.58250021373095,0.9674551510738724,50.26269702276708,0.4895397489539749,0.4193548387096774,0.4517374517374518
LTM,Random Forest,120.0085638655829,92.46944547940718,1.7804795242953448,0.973006523607884,52.653927813163484,0.5333333333333333,0.4725738396624472,0.5011185682326622
