Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
Random Forest,523.8007718759014,480.8053961641274,17.44455233757934,-5.242682428598067,50.0875656742557,0.6666666666666666,0.013937282229965157,0.027303754266211604
XGBoost,551.9396140931044,511.40006495693916,18.595702605524465,-5.931418251062526,49.73730297723292,0.5,0.003484320557491289,0.006920415224913495
