Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
ARIMA,605.2035710292397,472.6573908687761,4.021339197698808,-0.0350887957782783,53.939393939393945,0.5350877192982456,0.5,0.5169491525423728
SARIMA,596.581131191516,470.42593791907,4.0247542917658095,-0.0058047222894441,53.535353535353536,0.5271317829457365,0.5573770491803278,0.5418326693227091
Random Forest,731.7496360746733,575.6953812310052,4.792748818947181,-0.4592331455416034,54.33403805496829,0.5765765765765766,0.2746781115879828,0.3720930232558139
XGBoost,619.2559393372482,473.0885797331092,3.941781467830176,-0.0450570920692408,53.911205073995774,0.5572519083969466,0.3133047210300429,0.4010989010989011
LSTM,311.9498210173685,239.08543209535367,2.081442660088309,0.7348026765556874,52.21987315010571,0.5245901639344263,0.5378151260504201,0.5311203319502075
CNN-LSTM,320.2494814934515,250.26624902047195,2.15961579827156,0.7205034023655879,50.52854122621564,0.5114942528735632,0.3739495798319328,0.4320388349514563
ARIMA-LSTM,164.12185265880288,121.79569758796596,1.0549908441914877,0.924022146730544,48.17813765182186,0.4872340425531914,0.9385245901639344,0.6414565826330532
