Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
Random Forest,258.87998512197896,235.84121848619145,17.612299255880693,-4.825914246345268,49.036777583187394,0.6,0.010273972602739725,0.0202020202020202
XGBoost,259.3399218837636,236.95763713766985,17.70987024896101,-4.846633750269459,48.86164623467601,0.5,0.00684931506849315,0.013513513513513513
