Date,Open,High,Low,Close,Volume,SMA_50,EMA_20,RSI_14,MACD,BB_up,BB_low
2025-11-27,3081.441765309616,3081.441765309616,3028.146388865581,3039.386962890625,2836233,2947.487958984375,3003.371071753811,70.33706020317314,29.915837814440238,3102.62426396171,2877.213895217978
2025-11-28,3042.681550361056,3049.755347777002,3028.1464474134714,3040.259033203125,1616690,2947.5555712890623,3006.88421093946,67.35704122075812,29.061271511498944,3107.269856963332,2882.471549286668
2025-12-01,3040.646663872528,3056.247769627983,3025.4333028223336,3036.2861328125,1747647,2947.0204736328124,3009.6843939749874,64.12687767356329,27.74363039955415,3111.340622621921,2885.7071068702667
2025-12-02,3033.960607457575,3046.557697172346,3023.6890396759504,3038.514892578125,2512003,2946.4546533203124,3012.4301557467147,50.87330332058355,26.572916570649795,3112.6049271232464,2895.964286743941
2025-12-03,3042.681378058668,3112.3528729457903,3041.7123712503685,3081.441650390625,3952112,2946.8921826171877,3019.0026790461347,65.3830625179312,28.777222124834225,3114.628910038098,2912.3320518759647
2025-12-04,3095.00770730463,3149.27208789607,3088.6121678196405,3129.11669921875,5025905,2950.125205078125,3029.489728586384,71.21211858304197,33.97943439289429,3127.2027211208692,2920.9116587619433
2025-12-05,3129.892081880524,3170.202860908312,3122.527535293584,3137.837890625,5244013,2953.752763671875,3039.8086011614905,73.00411080682788,38.3637192804149,3133.3393861613054,2938.65128766682
2025-12-08,3142.489218360763,3158.8653395160463,3109.155477309916,3136.190673828125,2544725,2957.8686962890624,3048.9878461773606,76.47063024970001,41.2301050258111,3140.2892900191114,2952.1765058793258
2025-12-09,3129.8919017803323,3133.4771795542747,3082.604323565585,3108.864501953125,2734893,2962.944140625,3054.6903848226716,62.12969051951248,40.82612453401816,3141.0430597196896,2967.0527898896858
2025-12-10,3125.0471830165943,3125.0471830165943,3079.6008550466445,3090.356689453125,1386849,2968.7750927734373,3058.0871757398577,58.34588346281278,38.56795392610047,3144.775618997298,2968.882339987077
2025-12-11,3105.6669848803986,3108.961513573317,3055.3756234989637,3092.972900390625,1914362,2974.7162939453124,3061.4096257065976,57.85467784612937,36.567911684984665,3147.3969663549606,2974.613849074727
2025-12-12,3098.5931202045717,3123.1090405337877,3086.965038142392,3120.6865234375,1146554,2981.360439453125,3067.0550445381123,64.05535222110879,36.79497203331994,3153.3307714497355,2979.7751611674516
2025-12-15,3111.577805569695,3137.8377476982373,3098.205464520373,3130.085693359375,1562190,2987.6944189453125,3073.057963473471,70.57083838385725,37.30334372981952,3159.054316785049,2986.454887316513
2025-12-16,3120.202023295087,3120.202023295087,3092.197820262168,3105.763916015625,1734623,2993.7794580078125,3076.172816096533,58.399772923539224,35.33633255031236,3156.8729535382577,3000.070527907055
2025-12-17,3101.306446555184,3136.5782015286727,3101.306446555184,3118.0703125,1376350,2998.44046875,3080.163053849244,67.08760894254027,34.3742405189646,3160.9841198451004,3002.75211062365
2025-12-18,3127.954067510894,3185.900723635208,3121.171019656937,3179.11767578125,2307422,3004.6062548828127,3089.587303557054,73.90731227107382,38.098610607792125,3176.8682422223637,3000.0464794573236
2025-12-19,3196.753634213965,3215.067769256,3177.179742937931,3180.280517578125,3902511,3009.762314453125,3098.2247525114417,75.03376454039903,40.67515448901395,3190.5081094976968,2999.1393514398032
2025-12-22,3207.412479375921,3225.436100324642,3189.0013503402283,3221.8505859375,2632816,3015.083642578125,3109.9986414091613,78.03798371059916,45.546410510217356,3211.7603256275456,2995.687770075579
2025-12-23,3217.005670614833,3217.005670614833,3191.423985009323,3207.41259765625,2365420,3020.761103515625,3119.276161051741,71.10399251347485,47.69212587179891,3223.365062219752,3002.57168094431
2025-12-24,3201.695681385047,3223.98283930865,3193.943626455098,3216.1337890625,1367708,3027.0203857421875,3128.5006970527656,66.76636171710064,49.52544946246235,3237.5794510725596,3003.4835127946276
2025-12-26,3210.4167512800277,3217.102804044398,3170.3967202884214,3178.342529296875,1176664,3033.4293994140626,3133.2475382188713,57.01818729435971,47.38273412384433,3240.679902229633,3014.2786182781797
2025-12-29,3178.342279524835,3186.094333865139,3142.392032892103,3150.7255859375,2079473,3038.888779296875,3134.912114192074,52.31051165404459,42.96093335837986,3238.8238981213517,3027.181277659898
2025-12-30,3149.272405605489,3166.230026251057,3139.0978332181485,3146.171630859375,2807593,3044.239638671875,3135.984449112769,56.39331724509571,38.64369778537821,3234.091204120526,3042.9025214654116
2025-12-31,3139.58231408187,3145.3963554042443,3099.3685282687848,3106.829833984375,3362634,3048.9683984375,3133.207819100541,52.634855031036885,31.68248728333583,3226.7404612110686,3057.0847585154943
2026-01-01,3115.35696849259,3133.865093634826,3099.077606381325,3127.37255859375,1255735,3053.0808642578127,3132.6520800046565,55.20375761076465,27.506229311447896,3224.5100033587532,3063.9083071881214
2026-01-02,3133.768072786608,3153.4389586535176,3119.717473820805,3149.950439453125,1184324,3057.8096142578124,3134.299542809272,54.496726072795454,25.72185553522968,3225.267356821333,3065.234327748979
2026-01-05,3140.0667687506084,3146.365313418677,3092.10092858608,3116.423095703125,2341703,3060.57904296875,3132.597024037258,48.04551728377125,21.356169393916844,3225.1813498219426,3063.178855256182
2026-01-06,3110.512016678168,3162.063134250383,3105.666982384277,3154.892578125,2912325,3064.31166015625,3134.7204101408524,56.754617573666685,20.761175494702456,3226.159887040486,3064.0705084673264
2026-01-07,3142.392135481924,3198.3040184958663,3123.3027483604965,3193.458984375,1989442,3068.39505859375,3140.3145600679145,59.667017710385174,23.134940026717686,3231.2490318270347,3067.4408119229656
2026-01-08,3185.028645932727,3185.028645932727,3083.379917998496,3104.60107421875,4159336,3071.224560546875,3136.9132757013276,41.08093607799637,17.64270071566989,3230.0263464262966,3070.087935800266
2026-01-09,3092.101007911548,3129.601527505619,3092.101007911548,3108.38037109375,1938673,3074.135458984375,3134.1958562148916,41.447672193340466,13.440090171793145,3228.7520039483293,3072.9030253485457
2026-01-12,3103.728835933978,3151.2101699835457,3075.9183875911604,3139.194580078125,2228342,3078.0948193359377,3134.6719251542468,39.91011584208284,12.452396699739893,3228.6024520304286,3074.9033829305085
2026-01-13,3144.42719813222,3178.3424375573745,3110.9964621274244,3166.71435546875,5645341,3082.1646484375,3137.7235851841992,45.18569304648882,13.731964845961556,3230.0043605637034,3077.1643406081716
2026-01-14,3158.962158011942,3158.962158011942,3084.348634647856,3093.55419921875,3539511,3085.5697314453123,3133.5169769970134,37.41790461297889,8.741848053446574,3231.1766462220266,3074.7710832701605
2026-01-15,3093.55419921875,3093.55419921875,3093.55419921875,3093.55419921875,0,3089.49033203125,3129.7109981609883,40.5649823113624,4.7325901897552285,3232.9649138231425,3070.5312043409203
2026-01-16,3176.331813150864,3178.7983689605644,3128.579389024886,3163.8017578125,4293470,3094.414716796875,3132.957737175418,51.32899136602248,7.141294940043281,3231.3973834747503,3070.567142892437
2026-01-19,3145.35205345596,3176.9239686725823,3109.9324074221518,3121.278564453125,3387562,3098.8587890625,3131.8454350113902,47.651277259944784,5.554910930090045,3228.250512881918,3067.8138181727695
2026-01-20,3109.4391143226594,3117.7266457653604,3049.7484617692403,3060.798583984375,4499273,3101.4459716796873,3125.0790682469124,45.82343522806919,-0.5759001798314785,3221.3233086157607,3058.6358222436147
2026-01-21,3058.5291438659533,3096.5141025881594,3040.769942385441,3080.826904296875,2015150,3104.01123046875,3120.864576442147,45.77281570016572,-3.7749784868374263,3212.5645556819586,3054.7360058414793
2026-01-22,3107.8603302315137,3117.7265535020897,3080.530939946936,3108.2548828125,2269827,3105.4816162109373,3119.6636532393236,46.246359770102316,-4.050372281828459,3197.5990425891505,3058.9136283092867
2026-01-23,3147.621264153488,3151.7650297600667,3109.8335807806325,3120.193115234375,2068857,3107.696591796875,3119.714078191233,50.35312207294227,-3.267640933346229,3190.605077835884,3060.092651656303
2026-01-27,3132.5259981161435,3132.5259981161435,3088.127991843631,3115.75341796875,4279874,3109.816953125,3119.3368724557586,46.08438237319929,-2.971315687965671,3187.859952140676,3059.340560554637
2026-01-28,3133.5125881835056,3162.3219126707263,3128.184923835551,3157.290283203125,2751234,3112.84169921875,3122.9514830031267,46.402936564629236,0.6081912402223679,3189.422582560841,3058.8897953688465
2026-01-29,3157.290262390936,3157.290262390936,3083.786897692938,3102.335205078125,2457641,3115.05998046875,3120.9880279626504,49.75835901793939,-0.9781635951312637,3189.4793954746624,3058.3835195644
2026-01-30,3098.980713054142,3098.980713054142,3050.636219281569,3082.109375,3022068,3115.6993115234377,3117.2852991090645,47.29330669049229,-3.823343559602108,3189.790997900843,3053.545598778844
2026-02-02,3155.218220087344,3155.218220087344,3092.074390792288,3127.1982421875,2636272,3117.29662109375,3118.229388926058,48.799337322754596,-2.4120695845053888,3187.4133871716535,3053.647989781471
2026-02-03,3305.1848335937134,3305.1848335937134,3143.674804974814,3182.153076171875,4366060,3119.8806201171874,3124.3173591399454,51.46475593886647,3.1049787717679465,3196.0923603615097,3051.54201463849
2026-02-04,3078.2617963038065,3078.2617963038065,2946.0543986420407,2958.979248046875,10852595,3118.1833203125,3108.570872369177,40.0612316652092,-10.410972238521936,3215.6911020632947,3012.351939928893
2026-02-05,2950.000779389259,2989.1696378838237,2932.5376122480607,2951.480712890625,3521545,3116.762412109375,3093.609904799791,39.62238242606701,-21.479922732113664,3220.049098199462,2983.796116644288
2026-02-06,2936.7800719556926,2945.067603031473,2876.990663463912,2902.248291015625,4687389,3113.5099462890626,3075.384989201299,30.289975644945315,-33.834764633279065,3239.84208890217,2943.7678476212677
2026-02-09,2919.514338074237,2937.174782066686,2898.203198629792,2908.760009765625,2380318,3110.8974072265623,3059.5159435407586,33.06603979133206,-42.609449360594226,3250.6181235698396,2913.0297768207856
2026-02-10,2910.3385905230825,2971.3118985519286,2904.122821683444,2944.673095703125,3547763,3108.9856884765627,3048.578529460984,40.36982776842397,-46.133763025320604,3249.1863367170195,2895.0094152361057
2026-02-11,2940.134620504305,2957.893822910036,2865.348597754142,2870.873779296875,3363513,3105.67744140625,3031.6542675405926,34.014442559152485,-54.25636150131413,3249.8644154136027,2864.7472789223348
2026-02-12,2831.4086986412967,2841.472197833708,2703.3450771056805,2713.31005859375,10612156,3099.1733447265624,3001.3357714504173,24.90285038400627,-72.57110028929219,3283.635159217992,2792.9521210554453
2026-02-13,2550.418705441637,2676.706362809734,2550.418705441637,2656.1845703125,11168735,3090.668203125,2968.464228484901,22.11551750597353,-90.65025253263138,3313.535165579391,2719.315151803421
2026-02-16,2663.880286127823,2683.4154564010123,2635.2682386101537,2670.39208984375,2918730,3081.4937109375,2940.0764057571723,23.546676875601804,-102.64841580873599,3317.8639755564245,2665.645375029513
2026-02-17,2679.666188399951,2723.0775699498763,2659.144396219614,2681.04736328125,4209118,3072.357900390625,2915.406973140418,20.635116570409053,-110.02891034276354,3317.7364545572436,2621.7497759115067
2026-02-18,2693.478928386682,2693.478928386682,2621.751534036431,2658.848388671875,2950820,3062.8110546875,2890.972822238652,21.503749254855208,-116.3283167374907,3321.131445576209,2578.159765361291
2026-02-19,2671.7733571903564,2711.9288391622777,2630.9272877397234,2642.075927734375,3238849,3053.475283203125,2867.268356095388,21.599606700586648,-121.27604436669253,3317.9235617897675,2537.492551491482
2026-02-20,2631.3217917460984,2666.445643546316,2612.0826560359187,2650.264892578125,2293482,3044.673447265625,2846.601359569934,17.67851428832371,-123.11715520697362,3304.0614063006487,2505.5557079571636
2026-02-23,2650.0675026055624,2667.8267040377664,2624.612599044486,2640.497314453125,4699596,3035.623935546875,2826.972402892143,10.897429118701012,-123.93575648261321,3283.218702847451,2478.4288313322368
2026-02-24,2605.669504618486,2612.0825495938816,2527.035755172012,2539.269775390625,7798833,3023.9956005859376,2799.572152653903,13.226127454293888,-131.23986878637515,3265.96081360861,2438.0383563132655
2026-02-25,2561.2716479227247,2618.693021130356,2560.2850255622,2594.126220703125,3621285,3013.2764111328124,2780.0058734204954,21.088783651179654,-131.09084012437825,3226.834680175786,2420.848083496089
2026-02-26,2614.549064594777,2635.26813265383,2599.749730266882,2612.27978515625,3464267,3003.406728515625,2764.031960252472,25.298353280399056,-128.032019476987,3190.4527755655895,2408.2244461140976
2026-02-27,2645.726576120342,2652.6329325338243,2590.969035984877,2602.11767578125,5083717,2993.08767578125,2748.611552207594,24.039411921548208,-124.98710582046124,3152.035488181614,2398.642563576199
2026-03-02,2557.324974292137,2588.6996112720262,2545.7815416803182,2578.537353515625,3374385,2981.0760693359375,2732.4140094750255,18.341559181777882,-123.05818657433929,3095.499397585737,2400.3125653048883
2026-03-04,2589.8837001747893,2599.7499237945026,2545.880246481027,2553.181396484375,3446434,2968.5340869140623,2715.344236809249,20.018607214511974,-122.16724998714244,3007.9029687998686,2425.0118261220064
2026-03-05,2565.218103403796,2574.5910157046947,2512.335049229941,2544.3017578125,2960636,2954.9831103515626,2699.054476904797,27.828105022304555,-120.78535061786897,2973.189621478824,2418.257424419614
2026-03-06,2537.5927639837228,2584.161292192951,2519.4390085227947,2523.385498046875,3998643,2941.302568359375,2682.324097965947,30.749439235335714,-119.99472823728729,2934.2036351714805,2414.433889242582
2026-03-09,2496.1544256648085,2525.7530947438377,2471.4888680989507,2493.589111328125,3653428,2926.8516748046877,2664.3493373337737,25.478869471880714,-120.38475319602139,2902.323837232013,2405.4477692132996
2026-03-10,2507.007379980955,2511.1511456572443,2456.7883989435327,2479.480712890625,4323710,2912.8744384765623,2646.7428016725216,22.3095802988867,-120.44387857242555,2861.5709087575365,2403.272768000276
2026-03-11,2474.547570466413,2487.2749022159755,2427.189698468648,2431.92529296875,2720664,2898.4984326171875,2626.2839913197813,20.856559302020045,-122.91121681183859,2800.893294388667,2412.6756020957077
2026-03-12,2426.893691682012,2439.818299872899,2403.412031703097,2409.726318359375,2752075,2883.7695263671876,2605.6594510378377,20.569848461796326,-125.2144773179748,2753.8215025077557,2413.632647882869
2026-03-13,2404.398666093815,2413.179508655849,2364.933772107868,2378.253173828125,2466488,2869.1979931640626,2584.0017103511987,17.465183401099594,-128.1027587333324,2748.9182137870416,2385.0302481270205
2026-03-16,2377.759805019881,2392.5591399058967,2334.4471812699776,2376.970458984375,3807907,2854.189951171875,2564.284448316263,17.8270215749113,-129.00812161058275,2748.4816996400436,2357.5453511412065
2026-03-17,2387.62605009206,2387.62605009206,2328.428710007132,2359.70458984375,2993367,2838.3850341796874,2544.8006522712617,22.424240606420085,-129.6246077665346,2742.8037278270044,2332.1545729542454
2026-03-18,2377.759931791064,2449.684606821956,2377.759931791064,2408.14794921875,3082388,2824.21953125,2531.7861091234035,20.865520461949515,-124.76597870477008,2725.2201083792593,2322.448250995741
2026-03-19,2384.6661390424383,2391.5724952581177,2318.7597201236085,2324.482177734375,2757060,2807.6113232421876,2512.0428775625437,12.593016163948349,-126.21171857587615,2716.6590988021453,2297.5726394791045
