Date,Close,High,Low,Open,Volume,SMA_50,EMA_20,RSI_14,MACD,BB_up,BB_low
2014-09-17,1081.7318115234375,1095.147145413893,1067.54721396263,1074.3270177193076,145041,1053.136785888672,1105.6004534593,35.658868525430464,12.959873222172291,1171.2794059016599,1077.1720101139651
2014-09-18,1101.7828369140625,1112.5535875436672,1080.097296777647,1081.6359418987054,224943,1054.9121423339843,1105.2368709311822,44.02698626700082,11.26202960336036,1170.879008661426,1074.822053350293
2014-09-19,1110.3895263671875,1118.804117931972,1094.3777372256986,1094.3777372256986,240159,1057.2298059082032,1105.7276000203256,42.01162305118518,10.490041543818506,1170.8562559304764,1074.4168397726485
2014-09-22,1098.801513671875,1106.1582952099527,1087.5980612528238,1105.9660086223355,56878,1059.7757983398437,1105.0679727490447,41.88917318484123,8.841263087926563,1169.9875351460357,1076.362611338339
2014-09-23,1067.6917724609375,1112.4574595957663,1063.6046839376688,1091.6373263460723,197604,1061.3676818847657,1101.5083346263677,35.29880700472428,4.967041202945893,1173.7533838791826,1067.9086644606612
2014-09-24,1047.11181640625,1075.4810126009431,1041.5822273174538,1067.9319448883666,92203,1062.5948327636718,1096.3277138434994,33.96145629096135,0.23337182199770723,1175.59561940437,1055.4688215135986
2014-09-25,1004.2214965820312,1048.746758086461,994.4125329900908,1043.4575857319471,277484,1063.2119213867188,1087.5556931519309,30.126154514432116,-6.899453027366462,1184.9616792443817,1032.124899124759
2014-09-26,1052.064453125,1057.8344592664537,1004.12534224464,1004.12534224464,231382,1064.4979528808594,1084.1755750541279,35.57719605703382,-8.59269017341353,1184.5390718110307,1024.9311003081098
2014-09-29,1056.295654296875,1066.248889903672,1040.7165696422271,1057.834298889776,117917,1065.4419934082032,1081.520344505818,32.99517588340389,-9.483846360469897,1180.6186264679804,1020.0282058074102
2014-09-30,1077.7410888671875,1091.4929857765806,1053.0262726214587,1056.8729439369708,157834,1065.943546142578,1081.160415397377,39.43952576914744,-8.363220713831424,1176.8368869610483,1018.2274868182486
2014-10-01,1072.83642578125,1106.398650836334,1060.8155799442625,1086.6844636636745,122126,1066.609093017578,1080.3676544815553,40.5032066991247,-7.781185473732876,1171.843830909836,1016.6619613264921
2014-10-07,1035.3795166015625,1085.001544714083,1029.1766897180771,1081.8761247979996,122795,1066.6785461425782,1076.083069921556,36.098461325515615,-10.22451602675028,1169.8493385181348,1009.462886823662
2014-10-08,1003.3558349609376,1040.04347620831,992.7294787547032,1035.715972146417,128767,1065.2600354003907,1069.1566665919734,34.20829287247089,-14.576883331337967,1171.8505267636763,996.171671722652
2014-10-09,1028.599853515625,1031.1001663128225,1009.7030578020584,1009.7511881484058,93770,1064.9203283691406,1065.2941129656544,44.31261822004289,-15.806971524799565,1165.4062283167016,991.4510043493138
2014-10-10,1014.7516479492188,1033.792714199744,1001.0960144017988,1033.7445838612605,75407,1064.49591796875,1060.480544868851,39.59362722832224,-17.695279567426724,1154.6153299415769,988.0909322654543
2014-10-13,1028.1190185546875,1033.7928820366412,1009.7030567592589,1018.4061972807468,100983,1065.3594775390625,1057.3984947436925,38.31249370550274,-17.906724628679285,1144.2222731353718,987.1795701263468
2014-10-14,1032.686767578125,1038.6010470185277,1018.165609750802,1022.5892573987784,48221,1066.45978515625,1055.0449969184003,37.511619429687585,-17.50394263629596,1134.888182159078,986.9450697940468
2014-10-15,1032.686767578125,1032.686767578125,1032.686767578125,1032.686767578125,0,1067.600264892578,1052.9156417431361,38.96292963330675,-16.98889756948506,1124.3287784551674,988.1137630487391
2014-10-16,989.6522827148438,1048.2178736278656,981.2376896926016,1031.7733781711868,134348,1068.0101440429687,1046.8905599309178,37.47106122526571,-19.824716921396657,1118.921750064921,981.2162443198445
2014-10-17,982.3917236328124,1004.9909754968164,977.1025507635984,993.4028316178304,115385,1068.5455102539063,1040.7478136168124,39.145205982034874,-22.39977990825423,1120.6293030227228,971.1998778854802
2014-10-20,998.8362426757812,1010.2801125011324,986.815395672489,999.5574934959787,208425,1069.8095971679688,1036.7562354319523,49.00886753072857,-22.85019776736999,1117.3110632592236,966.2285607642141
2014-10-21,992.4411010742188,1009.654976983858,983.7860914718274,990.5658959501328,91399,1071.002215576172,1032.5357464455014,37.0510094276521,-23.452841884267855,1109.341663422054,963.2637870173993
2014-10-22,1024.60888671875,1030.8597272733407,990.8543712021772,1000.1344887345176,89347,1073.0763696289061,1031.780807423906,43.862971906767896,-21.091638940002895,1096.2824327823791,967.7449536922305
2014-10-27,1047.400390625,1062.8350866529224,1029.561407975072,1032.0617204970238,187419,1075.126171875,1033.268386776391,44.15415654143841,-17.183207387843595,1086.1307198398085,972.7565543301135
2014-10-28,1042.6397705078125,1064.4215610636495,1035.8600856268847,1043.4091514007462,213494,1076.5623205566405,1034.160899512717,44.178678569848515,-14.304990455894995,1082.371259356615,974.0108146179944
2014-10-29,1067.259033203125,1072.6923626749067,1040.5727502076793,1040.5727502076793,297773,1078.0785900878907,1037.3131027213271,56.46578019065803,-9.923027568207772,1085.564915087344,972.831880566953
2014-10-30,1072.2593994140625,1081.8760756419913,1063.6525211464932,1063.6525211464932,152700,1078.9258142089843,1040.6413214539687,65.69545929526728,-5.977893214096639,1090.8024302490567,974.3981556884432
2014-10-31,1072.692138671875,1081.8761117323425,1058.7960880153855,1072.2594351836103,137315,1078.6007702636718,1043.6937802366265,61.323698055618415,-2.7843313353055237,1093.9776956726791,973.2856588195083
2014-11-03,1099.8597412109375,1110.3419468094949,1075.914299821425,1075.914299821425,112406,1078.8729284667968,1049.042919377037,70.4577217754181,1.9166934883485283,1102.4201515950642,969.1996115885297
2014-11-05,1116.4002685546875,1132.7486225613202,1102.4079539043355,1103.946599038505,178593,1079.6614978027344,1055.4579050130037,70.90161328547232,6.897462201101916,1111.3524309848235,964.1332501675201
2014-11-07,1118.0347900390625,1127.98802677064,1103.0809284676895,1121.3044835378846,91970,1079.4701184082032,1061.4176083488187,70.49175811453935,10.851559491031594,1120.5931576818145,959.4123598963105
2014-11-10,1106.01416015625,1122.025953182781,1084.7613243541264,1118.0350081654933,77090,1079.0046740722655,1065.6648989971454,66.6448687525423,12.866923821652108,1129.296741242498,957.7722406910958
2014-11-11,1096.4456787109375,1117.6503854528603,1084.9056639209605,1110.7264235353143,94806,1078.640203857422,1068.5964018270304,78.58430419384948,13.535983693917842,1134.8692916183495,961.5086746902444
2014-11-12,1098.753662109375,1134.7680765659838,1082.8380120451675,1102.0232389255864,325356,1078.8546569824218,1071.4685218539205,81.99363776901706,14.090032312873973,1140.6863067153715,962.7070404525973
2014-11-13,1075.673583984375,1101.1096507952168,1073.4617010481752,1091.492972622333,148414,1078.0766735839843,1071.8690039615828,70.38263699434131,12.52239998655341,1142.5707943533516,966.914746418133
2014-11-14,1066.874267578125,1081.2992843993784,1059.7579024680892,1075.1445870774262,86878,1076.3524011230468,1071.393314782206,69.49620551451369,10.449552838236059,1143.7420587137146,969.6190069601137
2014-11-17,1063.123779296875,1075.1446270953472,1046.4868789873528,1055.9112706177918,107993,1074.734874267578,1070.6057399740794,61.85262376520299,8.407259821098705,1144.559186936885,971.8455799088184
2014-11-18,1101.927001953125,1108.3702465121298,1069.2302974414824,1070.288108520995,215502,1074.2088439941406,1073.588717305417,65.27477232251552,9.806777243827582,1149.256990717139,974.071799566064
2014-11-19,1163.7142333984375,1173.2347685228665,1094.378005392641,1105.9180195092592,528517,1074.592547607422,1082.1720997904665,75.70447173560812,15.720403063610547,1162.3145544664226,978.4204308851399
